vidId,frameNum,timestamp,detectedObjId,detectedObjClass,confidence,bbox info
What Does High-Quality Preschool Look Like  NPR Ed.mp4,0,0.0,13,parking meter,0.7262707352638245,"[81.13155364990234, 85.10218048095703, 142.51718139648438, 121.64717102050781]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9971703886985779,"[181.60533142089844, 0.8982678055763245, 216.33473205566406, 159.50689697265625]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9961428046226501,"[75.1177749633789, 35.8538703918457, 120.666259765625, 221.66481018066406]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9958316683769226,"[112.18933868408203, 62.437583923339844, 149.2334442138672, 223.9747772216797]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.984184741973877,"[154.0092010498047, 40.48064041137695, 186.0561065673828, 160.21719360351562]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9799028038978577,"[49.31089782714844, 63.66988754272461, 90.28799438476562, 221.8595733642578]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.9629400372505188,"[3.0769965648651123, 12.964953422546387, 83.53175354003906, 220.09365844726562]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,64,laptop,0.9241122007369995,"[140.60244750976562, 29.1035213470459, 156.41354370117188, 58.38841247558594]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,62,toilet,0.8733668923377991,"[189.6339111328125, 129.3915252685547, 223.66464233398438, 220.74945068359375]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.8723906874656677,"[131.6393280029297, 51.5102424621582, 167.12686157226562, 189.8735809326172]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.7185028195381165,"[0.3734365999698639, 4.53692626953125, 54.019596099853516, 176.51400756835938]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.6946312785148621,"[130.74630737304688, 50.737525939941406, 156.50888061523438, 141.16595458984375]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,1,person,0.6646117568016052,"[69.0909423828125, 47.34600067138672, 83.44544982910156, 85.27794647216797]"
What Does High-Quality Preschool Look Like  NPR Ed.mp4,360,15.014999999999999,67,keyboard,0.5552591681480408,"[203.061279296875, 95.58525085449219, 222.05892944335938, 130.0772247314453]"
